cntry_code,mso_name,mso_name_cn
SG,SENTBE PTE. LTD.,
SG,SHAFEEK EXCHANGE,
SG,SHAMIHA MONEY CHANGER,
SG,SHAN GEMS,
SG,SHANGRI-LA HOTEL LIMITED,
SG,SHEEN INTERNATIONAL EXCHANGE,
SG,SHENTON 2000 EXCHANGE,
SG,SHENTON MONEY EXCHANGER PTE. LTD.,
SG,SHINING MONEY EXCHANGE PTE. LTD.,
SG,SIA EXCHANGE,
SG,SIGNORAA MONEY EXCHANGE,
SG,SILVER RIVER MONEY CHANGER,
SG,SIMLIM EXCHANGE&TRADING,
SG,SINEO ENTERPRISES PTE LTD,
SG,SING EXCHANGE,
SG,SINGA EXCHANGE PRIVATE LIMITED,
SG,SINGAPORE E-BUSINESS PTE. LTD.,
SG,SINGLIFE FINANCIAL PTE. LTD.,
SG,SINO MONEYCHANGER PTE. LTD.,
SG,SIR MONEY CHANGER PTE. LTD.,
SG,SIRADJ EXCHANGE,
SG,SIRAJUDIN MONEY CHANGER,
SG,STEADFAST MONEY TRANSFER PTE. LTD.,
SG,STERLING EXCHANGE & TRADING,
SG,STONE FOREST ACCOUNTSERVE PTE LTD,
SG,STRAITS FOREIGN EXCHANGE,
SG,SULTAN ENTERPRISE,
SG,SWIFT EXCHANGE,
SG,TAISEI MONEY-CHANGER PTE LTD,
SG,TAQWA FOREIGN EXCHANGE PTE. LTD.,
SG,TELCOIN PTE. LTD.,
SG,TEXCENT SINGAPORE PAYMENT OPERATORS PTE. LTD.,
SG,THAITHANAWAT SONG PTE. LTD.,
SG,THAY HOA FOREIGN EXCHANGE PTE. LTD.,
SG,THE BIG EXCHANGE PTE. LTD.,
SG,THE LEGENDS FORT CANNING PARK PTE. LTD. ( THE LEGENDS FORT CANNING PARK PTE. LTD. tdg as Hotel Fort Canning ),
SG,THIN MARGIN PRIVATE LIMITED,
SG,THOMSON MONEY EXCHANGE,
SG,THUNDERBIRDS VENTURES PRIVATE LIMITED,
SG,THUNES ASIA PRIVATE LIMITED,
SG,TIME EXCHANGE PTE. LTD.,
SG,TNT DEVELOPMENT PTE LTD ( TNT DEVELOPMENT PTE LTD tdg as Robertson Quay Hotel ),
SG,TOA PAYOH CENTRAL GOLD HALL,
SG,TOAST ME PTE. LTD.,
SG,TODAY'S MONEY EXCHANGE,
SG,TOH SOON SHENG,
SG,TOMLINSON HOTEL PTE. LTD. ( TOMLINSON HOTEL PTE. LTD. tdg as St. Regis Hotel Singapore ),
SG,TONG FONG MONEY CHANGER,
SG,TOP XCHANGE,
SG,TRADERS HOTEL MANAGEMENT PTE. LTD. ( TRADERS HOTEL MANAGEMENT PTE LTD tdg as Jen Singapore Orchardgateway by Shangri-La ),
SG,TRADEX 19,
SG,TRANSFERMATE PTE. LTD.,
SG,TRANSWAP PRIVATE LIMITED,
SG,TRAVELEX HOLDINGS (S) PTE LTD,
SG,TRAXX PAYMENTS PTE. LTD.,
SG,TRIPLE A TECHNOLOGIES PTE. LTD. ( TRIPLE A TECHNOLOGIES PTE. LTD. tdg as TripleA ),
SG,TRIPLE STAR EXCHANGE,
SG,TRUE BLUE MONEY CHANGER,
SG,TWO-WAY EXCHANGE,
SG,Uni Development Pte. Ltd.,
SG,UNIQUE MONEY CHANGER,
SG,UNITED STARS PTE. LTD.,
SG,UNIVERSAL MONEY XPRESS PTE. LTD.,
SG,V.I.P. EXCHANGE,
SG,VALUE EXCHANGE,
SG,VESTIN EXCHANGE PTE. LTD.,
SG,VICTORIA GLORY PTE. LTD. ( VICTORIA GLORIA PTE LTD tdg as Hotel Grand Pacific ),
SG,VIMLOGY PTE. LTD. ( VIMLOGY PTE. LTD. tdg as Vim Remit ),
SG,VISION EXCHANGE,
SG,VS EXCHANGE PTE. LTD.,
SG,WALLEX TECHNOLOGIES PTE. LTD.,
SG,WANDR PTE. LTD.,
SG,WANG MONEY CHANGER,
SG,WEALTHGATE INTERNATIONAL TRADING PTE LTD,
SG,WESTERN UNION BUSINESS SOLUTIONS (SINGAPORE) PTE. LTD.,
SG,WESTERN UNION GLOBAL NETWORK PTE LTD,
SG,WHALET PTE. LTD.,
SG,WISDOM INTERNATIONAL CAPITAL PTE. LTD.,
SG,WORLDREMIT (SINGAPORE) PTE. LTD.,
SG,WTSG PTE. LTD.,
SG,XENDIT REMITTANCE SINGAPORE PTE. LTD.,
SG,XFERS PTE. LTD.,
SG,XINZHONG REMITTANCE PTE. LTD.,
SG,YAKADIR PTE. LTD.,
SG,YES BEE TRADERS,
SG,YES! XCHANGE,
SG,YTC HOTELS LTD ( YTC HOTELS LTD tdg as Peninsula Excelsior Hotel ),
SG,YUEN LAI MONEY CHANGER,
SG,YUNOS MONEY CHANGER & TRADING,
SG,ZELIFRASINAH MART,
SG,ZEROEX PTE. LTD.,
SG,ZHONGGUO REMITTANCE PTE. LTD.,
